Time,Attention,Meditation,BlinkCount,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,HighGamma
13:11:44.931,40,30,0,16354,17331,9317,7029,10098,7492,3666,2683
13:11:45.923,30,13,0,11129,38658,6091,11041,15867,8032,2498,2189
13:11:46.945,13,1,1,131364,37001,5006,6600,11362,1651,827,521
13:11:47.942,10,3,1,11589,18137,26297,6632,13440,4587,4328,5092
13:11:48.933,20,14,1,64994,10208,18906,5122,11687,8654,5522,2688
13:11:49.925,38,24,1,485151,30532,8925,10299,7212,11619,2845,3486
13:11:50.947,61,35,1,1148,14990,7324,6585,11858,5043,2825,1584
13:11:51.937,69,26,2,445567,98324,38901,44915,16631,30179,14816,2759
13:11:52.928,66,10,2,22608,32860,15099,1566,12760,9767,5167,3351
13:11:54.939,48,37,2,68214,37684,53328,44951,33635,9056,2944,4036
13:11:55.930,27,17,3,204981,56687,2983,6262,5799,3156,1365,1590
13:11:56.920,34,27,3,18465,12510,4120,4152,4525,5606,2464,1968
13:11:57.946,37,35,3,8889,12713,15092,6812,11545,7870,2980,1593
13:11:58.964,51,34,3,13505,23477,11443,28313,7960,10723,3953,1690
13:11:59.928,77,63,3,7265,10469,18262,7827,6946,8710,2966,1179
13:12:00.952,69,60,3,17929,29687,3055,10946,7693,6854,3257,2041
13:12:01.940,70,69,3,5343,6055,9566,18418,9326,8854,5116,2892
13:12:02.932,64,53,4,270601,34903,13782,1138,6282,5582,2393,1522
13:12:03.923,67,38,4,3363,9352,5315,1970,5798,5342,1774,775
13:12:04.943,84,38,4,8751,13445,4050,9656,15584,14196,2519,1252
